label,text
Genuine,american lose health insurance every single day
Genuine,amendment medical marijuana higher percentage vote last six florida governor including jeb bush landslide
Fake,health care education reconciliation act largestever investment higher education
Genuine,say food stamp growth high lagged rise unemployment
Genuine,say scott walker want make abortion illegal even case rape incest protect life mother
Genuine,say scott brown voted president barack obama percent time
Fake,say percent time police officer arent charged kill young people color
Genuine,dekalb school construction project always came budget
Fake,precinct allen westpatrick murphy recount registered voter guatemalan community tally showed voted
Genuine,poverty rate amongst woman worst year extreme poverty rate worst ever
Fake,hearing frustration parent teacher fcat next year begin improving testing system
Genuine,wisconsin half adult serious psychological distress received mental health treatment medication
Genuine,knopp say upheld campaign promise join public employee retirement system pers
Fake,voter fraud republican candidate need point two better win statewide election wisconsin
Fake,five texas county account almost percent state cattle industry
Fake,rick scott fund preschool education
Genuine,say u senate rival tammy baldwin want completely governmentcontrolled health care system go far beyond obamacare medicare system
Fake,langevin reliable vote speaker pelosi
Fake,say sit right medicare nothing gone eight year nothing
Fake,say fought repeal septic tank inspection program tallahassee pulled fast one
Genuine,say usmexico border million legal border crossing every day
Genuine,never gave custody child never lost custody child
Fake,saidpresident barack obama said going stop signature strike
Genuine,medicaid close percent state budget biggest expenditure state
Fake,bulk people shot weapon drug gang taking one another end shot weapon
Genuine,congressional laundry closed due partial government shutdown
Genuine,commercial property tax providence second highest country behind detroit
Fake,im person stage worked actively last year passing along rus feingold toughest ethic reform since watergate
Genuine,past decade new york state current former state officeholder convicted sanctioned accused wrongdoing state
Fake,say denmark suicide rate twice high united state past five decade
Fake,fed created trillion bailout process trillion went overseas
Genuine,texas lost law enforcement officer line duty state america
Fake,say according report tech sector drive onequarter austin economy
Fake,say question financial skill cnbc debate included discredited attack democrat political opponent
Genuine,sen mccain say mistake vote bush tax cut say tax cut need made permanent
Genuine,filibustered
Fake,average student come college hundred thousand dollar debt
Fake,deprive underprivileged child meatbased protein school lunch likely depriving source protein day
Genuine,there congressman senator convicted felony still get retirement even jail dont wait theyre
Fake,state actually lot teacher teacher union tend state done best term academic success country
Fake,rhode island bigger low tide
Fake,leticia van de putte voted stop school removing teacher convicted felony
Fake,veteran download electronic medical record click mouse
Fake,say christopher little history working environmental protection defending worst type corporate polluter
Genuine,general assembly explicit constitutional authority impose income sale estate myriad tax upon u
Fake,even nuclear arsenal doesnt work came recently equipment year old dont know worked
Genuine,war afghanistan officially longest war american ever asked endure
Fake,president obama democrat spending addiction driven national debt historic proportion maxed national credit card led democrat downgrade country aaa credit rating
Fake,first year president obama said going visit kim jongll ahmadinejad assad chavez worst actor world
Genuine,say teacher make averagein new jersey dollar yearthey work day
Genuine,one american today get ssdi ssi thats one american disabled
Genuine,say jeanne shaheen voted president percent time
Fake,say republican state sen alberta darling offered unqualified support plan end medicare
Fake,say ronald reagan behind poll going debate jimmy carter turned around day later state
Fake,anybody familiar historical data irs know raising income tax rate likely actually reduce federal revenue
Fake,say barack obama huge majority congress first two year office nothing create job america
Genuine,almost half million people still eligible daca particularly asianamerican pacific islander community
Genuine,john mccain george bush absolutely plan universal health care
Fake,running civil polite campaign
Fake,say union take away hardearned money teacher firefighter police officer play politics
Genuine,hispanic student count pell grant pay college
Genuine,opinion poll show majority american majority new jerseyans favor marriage equality sex couple
Genuine,economy actually shrank last three month
Genuine,revenue percent gdp still range lowest ever
Fake,say bill white didnt pay tax earning annual salary deputy secretary energy
Fake,since people killed attack church property united state
Genuine,average student florida actually pay pocket major university tuition much le spend cellphone
Genuine,every day american murdered gun
Genuine,sue lowden gave harry reid campaign thousand dollar five different election helping senate dream come true
Genuine,one stroke pen president bush denied health insurance million kid due get bipartisan expansion childrens health insurance program
Fake,talk problem binding arbitration doesnt make lot sense somebody los angeles fly zanesville impose wage settlement theyre plane back los angeles
Genuine,cost college education increased percent
Fake,u rep jim langevin didnt want border fence block illegal immigration afraid someone get hurt trying go around fence
Fake,cant pas budget senate united state without vote
Fake,single unarmed white person shot police new york year
Fake,say child lost head start slot sequester
Genuine,theyve seen employersupported coverage increase massachusetts law romneycare implemented
Fake,doherty campaign unlike cicilline campaign funded mostly individual donor big pac cicilline relies
Fake,last two year supported proposed billion worth targeting cut dr gingrey presented zero
Fake,state government spending increase percent year
Fake,weve constantly lowest unemployed county state
Fake,state tax law start house renewal state hospital bed tax year started senate unconstitutional
Fake,say former president czech republic said american people confederacy fool electing barack obama
Fake,repeal wisconsin smoking ban
Genuine,virginia number one exporter agricultural product cuba jumped number one
Fake,elorza want teach public school child nonexistence god
Fake,due overincarceration two three young black men workforce today one three black men workforce
Genuine,say hillary clinton said workrelated email sent back state department fbi director said thats true
Fake,serious voter fraud virginia
Fake,say say republican would filibuster immigration reform
Fake,florida fouryear state college offer bachelor degree
Fake,say oregon high minimum wage reason oregon restaurant employed average worker fewer employee state minimum wage began rising federal level
Genuine,uncle part first american troop go auschwitz liberate concentration camp
Fake,say barack obama began presidency apology tour
Fake,dallas texas fewer police officerrelated shooting large city america
Genuine,mandatory ultrasound abortion
Genuine,obamacare patterned mitt romneys plan massachusetts
Genuine,loan guarantee program helped solyndra program supported president bush
Genuine,every day united state losing factory
Genuine,say bill clinton george bush say build keystone xl
Fake,washington dc greater population wyoming vermont active duty military state tax revenue state larger domestic product state
Genuine,president obama actually increasing bushera defense spending billion new fiscal year
Fake,dallas africanamerican hispanic student pas ap exam higher rate place america
Fake,republican national convention super bowl time four
Genuine,bailed johnson control saved auto industry want avoid paying tax
Fake,say tammy baldwin voted gut medicare senior
Fake,cost vanilla soy latte day get sweet health insurance plan match
Fake,obamaclinton war coal cost michigan job
Genuine,top onetenth percent owns almost much wealth bottom percent
Genuine,since elected scott walker given back salary county
Fake,nobody covered remark patricia smith mother benghazi victim live almost everybody covered khizrkhans mr khan remark live
Genuine,due obamacare arkansas covered almost percent uninsured already
Genuine,despite attention global warming fewer american carpool today work carpooled suv never larger proportion vehicle sold country
Fake,wisconsin bill minor offense violating pet leash law seat belt law parking infraction etc would arrestable offense
Fake,warren buffett called jeff greene scheme financial weapon mass destruction
Genuine,career politician daniel webster became speaker house wasted money spiral staircase office
Fake,precedent democrat deception never written reconciliation bill amend law exist
Genuine,obama chair subcommittee europe he held one substantive hearing oversight
Fake,people driving influence drug driving influence alcohol recent roadside survey showed percent people tested tested positive illicit licit drug thats significantly higher alcohol
Fake,whether people keep insurance affordable care act
Genuine,rick scott homeowner paying higher home insurance premium le coverage
Fake,say president barack obama raised tax
Genuine,american support legalization marijuana
Fake,united state weve year row wage declining
Fake,say obama health reform law denies million access affordable insurance
Genuine,ive seen life factory floor working graveyard shift id ankledeep water murray ohio bicycle plant running machine loud couldnt hear yell wanted
Fake,rule could prevent child using tool power screwdriver milking machine something simple wheelbarrow family farm
Fake,capitol police force going far use paramilitary equipment dealing singing protester madison
Fake,last year weve put people back work advanced economy combined
Genuine,ohio meeting obligation update voter registration voter change address bmv
Genuine,united state rank second worst income inequality across developed country tax transfer
Fake,fast furious began bush administration
Fake,lot people go prison straight come theyre gay
Fake,sarah mayor wasilla tried fire highly respected city librarian librarian refused consider removing library book sarah wanted removed
Fake,legislator marco rubio flipped key vote making quick selling house mother bill lobbyist
Fake,say state budget doubled property tax credit senior middle class new jerseyans tax increase new jersey family second year row
Fake,say george washington said government take away citizen right bear arm becomes citizen duty take away government right govern
Fake,iran le american ally
Genuine,corporate tax soon highest industrialized world
Genuine,pwned house gop dominates twitter youtube social medium congress
Fake,say three ukrainian recently captured west texas ranch among individual country strong terrorist tie apprehended near state border mexico
Genuine,united state longest surviving constitution
Genuine,say hillary clinton supported north american free trade agreement supported china entrance world trade organization supported jobkilling trade deal south korea supported transpacific partnership
Genuine,say amendment specifying military member may use deadly force nothing change existing rule engagement american service member
Genuine,charlie crist opposed instate tuition illegal immigrant
Genuine,schip socialized medicine going go family make year arent poor child
Genuine,texas would increase current state spending percent reach national average spending per resident
Fake,democrat field agent zero
Fake,there loophole sell gun without background check percent gun sold way gun show internet
Fake,last five year iran perpetrated terror attack different country five continent
Fake,holly turner still take homestead property tax exemption fort worth
Fake,average rate fraud earned income tax credit medicare medicaid food stamp program percent
Fake,recommendation major tax overhaul georgia overall tax hike
Genuine,atlanta mayor kasim reed became city resident last annexation opening door candidacy
Genuine,hundred percent job lost recession reclaimed texas nation percent
Genuine,become nominee democratic nominee prochoice candidate ballot
Fake,congressional budget office already doubled estimate cost obamacare far roughly billion trillion
Genuine,say streetcar carry people bus attract rider dont ride transit actually operating cost greater bus
Fake,percent u gun sale occurring outside licensed gun dealer
Fake,say ted cruzsaid favor libya never discussed subject
Fake,say cost massachusetts taxpayer mitt romney staff purchased computer hard drive
Fake,say state sen randy hopper rfond du lac unlike typical taxpayer didnt pay tax
Fake,one american history moved june announcement may winning majority trump achievement remarkable
Fake,say mary burke state budget tax hike billion costing every man woman child state extra
Fake,property tax higher whenmark sharpefirst took office
Genuine,say jeb bush opposes marriage equality he said personally belief gay couple banned adopting child
Fake,poster child compliance whenever discover possible infraction resolve report ncaa matter minor violation
Genuine,average student loan debt texas cost average size pickup truck unlike car owner student allowed refinance loan lower rate
Fake,recommended budget includes billion new state funding education
Genuine,say percent health care dollar spent percent population
Fake,oregon three largest employer top health care provider
Fake,automatic citizenship upon birth country world
Fake,republican attempting remove barack obama georgia presidential ballot
Genuine,reserve much better shape year ago
Fake,say family buy product private company clearly beyond delegated power u constitution
Genuine,providence amongst highest tax rate entire country
Fake,elena kagan published five scholarly review article mostly administrative law first amendment article mostly technical procedural issue
Fake,say gas cost gallon
Fake,mitch mcconnell voted harry reid infringe gun right
Fake,two million latino poverty today president obamatook oath office le eight year ago
Fake,say percent texas budget fund service nonus citizen
Fake,say scott walker rejected legislation make college loan payment tax deductible result raise tax student
Fake,costofliving increase social security tied wage inflation
Genuine,ted cruz mathematically winning race
Fake,gasoline would rise price approximately cent gallon mccainlieberman bill became law
Fake,unfortunately since mr foster mayor le people employed city st petersburg prior taking office
Fake,republican enacted drastic cut k public school state nation
Fake,john mccains health care plan people get tax credit buy health care policy thats loss
Fake,mitt romney want set date withdrawal iraq
Genuine,literally hundred new tax preference loophole added code since last time
Genuine,say illegal immigrant fraudulently claimed child actually lived mexico income tax form collect
Fake,say rick perry wanted secede union
Fake,judging recent vote rep debbie wasserman schultz think okay medical marijuana patient go federal prison
Fake,president obama u security funding israel alltime high
Genuine,say percent council member come area percent austinites live
Genuine,since higher education state cut allowed erode percent
Fake,u senate candidate spoke bombing syria challenged georgia governor insurance commissioner obstruction affordable care act
Genuine,time energy proposed southside uranium mining site oil thats estimated virginia coast
Fake,say obama refuse recognize jerusalem capital israel
Fake,kendrick meek named one two corrupt democrat congress citizen responsibility ethic washington
Fake,say signer recall petition wisconsin gov scott walker risk newly discovered provision state law
Fake,said keep plan hasnt changed since law passed
Fake,mike morell testified told congress reason obama bombed isisoil field theyre concerned global warming
Fake,oil company currently million acre theyre using
Genuine,say donald trump promised repeal obamacare build wall ban muslim
Fake,white house swing state winning swing state
Fake,rick scott increased tuition state college university double digit
Genuine,million american employed growing greencollar workforce number people working fossil fuel industry
Genuine,weve doubled production clean energy
Genuine,say state level spend le today jon corzine spent fiscal year five year later
Genuine,russia china absolutely said clearly would keep economic sanction iran united state walked away deal
Fake,say voted even stronger protection violence woman actthan obamas agenda allow
Fake,say obama policy contributed gas price rising january today
Genuine,say people denied firearm due failed background check prosecuted
Fake,republican leadership house refused address issue matter rhode island passing job bill
Genuine,doctor nurse hospital even pharmaceutical industry aarp say health reform make sense
Genuine,business created job every single month since obamacare became law
Genuine,romney would turn medicare voucher program
Fake,ganley said elected want cut dickens social security medicare veteran benefit
Fake,florida legislature filed lawsuit fight amendment
Fake,rural school enroll percent american child receive percent federal education funding
Fake,say marco rubio sold home chiropractor lobbying automobile insurance legislation sold home cash speaker position issue changed
Fake,georgia legislation immigration copycat arizona immigration bill
Fake,new jersey oncebroken pension system solvent
Fake,largest number bankruptcy country really result health care
Genuine,joe biden voted first gulf war opposed surge wanted partition iraq
Fake,wisconsin employer repeatedly said survey antibusiness litigation climate one important factor affecting expansion decision
Fake,president barack obama ordered military enlist illegal alien
Fake,romneyryan plan medicare affect benefit anyone older
Fake,say joe sestak voted gut medicare reducing benefit senior jeopardizing access care million
Fake,say julie parrish one sarah palins mama grizzly
Genuine,forty aide serve president barack obama owe back tax
Fake,new law doctor performing druginduced abortion could charged woman dont return followup care
Fake,middleclass family baucus plan percent make could deducted directly paycheck socalled max tax
Fake,say first month obama administration u detained people nation designated state sponsor terrorism southwestern border
Fake,every time weight vehicle reduced hundred pound chance dying going go percent peel three hundred pound youre percent likely die car
Fake,gov scott walker republicancontrolled state legislature added million new special interest spending
Fake,scott walker wisconsin middle class shrinking faster rate state country
Fake,since president obama came office another million hispanic joined rank poverty number hispanic child living poverty increased percent short period time
Fake,originally democrat promised liked health care plan could keep one year later know need waiver keep plan
Fake,president franklin roosevelt started social security affected widow orphan medicare began small program
Fake,course large scale voter fraud happening election day
Fake,member congress specifically exempted many law passed exempt fear prosecution sexual harassment healthcare reform
Fake,refused balance budget back child
Fake,say scott walker bad budget includes weekend worker
Fake,always supported civil union
Fake,florida sen bill nelson got billion billion carveout medicare advantage patient state
Genuine,say texas last mental health expenditure
Fake,george holding doesnt live congressional district he running doesnt experience thing experiencing
Genuine,national debt track exceed size entire economy two year
Fake,margaret sanger wanted black christian leader like juda goat lead black genocide remember picked martin luther king spokesman
Fake,there section constitution called emolument clause say one spouse take money foreigner hillary clinton guilty count one charge
Genuine,got letter people said wanted money back never gave penny
Genuine,say area damaged hurricane sandy represents roughly percent nation economy
Genuine,look benefit wage recorded federal employee far outstrip market rate private sector
Fake,maximum number student allowed classroom
Genuine,republican candidate governor ken block fined admit funneled money illegally moderate party
Genuine,say shot city newark percent chance youve arrested average time
Fake,milwaukee police firefighter routinely getting percent raise annually everybody else either getting zero one percent raise
Genuine,medicare medicaid single biggest driver federal deficit federal debt huge margin
Fake,doctor considered leaving profession obamacare
Genuine,federal debt trillion almost equal size entire economy every child born today inherits share national debt take first breath
Genuine,arizona law make state crime something already federal crime
Genuine,georgia rank last job growth
Fake,bill name either sponsor cosponsor dont get done unless work folk side
Genuine,milwaukee seen uptick violence since period calm get winter set
Fake,spent million deal sealevel rise miami area hundred million dollar deal coral reef
Fake,phoenix arizona im told kidnapping capital world right behind mexico city
Genuine,mitt romney gave money democrat congress
Genuine,u supreme court decided noncitizen child must get free k education
Fake,fact voter fraud rampant
Fake,say leah vukmir support allowing people carry concealed weapon day care center church health care clinic playground
Genuine,united state government constitution say people put death
Fake,sequestration military cut smallest army since smallest navy since
Fake,iranian continue view every objective observer continue pursue acquisition nuclear weapon
Genuine,wisconsin death domestic violence highest year
Genuine,ronald reagan met gorbachev kennedy met khruschev nixon met mao folk done horrendous damage country country
Genuine,best year auto industry america history
Fake,oklahoma republican gov mary fallin signed new law make pay special fee essentially fine people crime using solar power
Fake,governor romney keep public safety funding line inflation
Genuine,oregon concealed gun application include home phone number home address social security number kind gun house whether dishonorably discharged military controlled substance taking ever accused accused mind stalking
Genuine,say scott walker eliminated office economic development middle recession
Fake,asked thensecretary state condoleezza rice many people died know answer question
Genuine,repeated request additional security benghazi routinely denied hillary clinton state department
Genuine,sixth year recovery median income start recovery
Genuine,every one mile lightrail track built mile new road capacity built
Genuine,say scott walker enacted biggest cut education state history
Fake,people losing insurance due obamacare becoming newly insured
Fake,government twice size year ago percent bigger barack obama became president
Genuine,say obama flipflopped warrantless wiretapping
Fake,say unemployment rate africanamerican youth percent
Fake,florida lowest instate tuition state
Fake,obama say he put forward specific trillion deficit reduction plan
Fake,offshore drilling
Genuine,sherrod brown approval rating plummeted percent among ohio voter poll democratic pollster
Fake,town wilmington ohio hasnt taken money government dont want money government
Fake,obama instead nominating health professional nominated someone antigun activist surgeon general
Fake,thousand american killed illegal immigrant
Fake,percent decrease fireworksrelated injury connecticut legalized sparkler compared year prior
Genuine,terrorist attack benghazi state department failed honor repeated request additional security instead actually reduced security libya
Genuine,know sen mccain said day might troop iraq year
Genuine,go look west point website youll see specific word full scholarship west point even though know given grant anybody get word used
Fake,ill tell tell country want president doesnt believe god there probably plenty choice
Fake,job president obama claim created since started percent woman percent gone men
Genuine,since affordable care act passed percent job growth fulltime position
Genuine,say david jolly refused cut spending national greenhouse dc
Genuine,new running mate congressman ryan put forward plan would let governor romney pay le percent tax year
Fake,every single illegal immigrant family country cost cost u infrastructural cost pay tax
Fake,capandtrade plan promoted barack obama would hit hardest already struggling make end meet
Fake,say gov rick perry failed involve border sheriff developing plan prevent violence community
Fake,say cant release internal affair record attorney general guideline place protecting
Fake,say jeb bush held million family planning grant hostage program receiving money agreed discus birth control
Fake,woman named wisconsin outstanding teacher year laid milwaukee public school year seniority tenure rule eliminated act change
Fake,say arizona congressional candidate ray strauss champion big government vote raise tax local city council
Fake,vern buchanan completely exonerated federal election commission action
Genuine,health reform eliminates copays deductible cost preventative care provides free annual wellness checkup starting next year
Fake,say judge gonzalo curiel member club society strongly promexican
Fake,gonzales losing campaign last spring funded million supporter ally governor bruce rauner
Genuine,immigration reform
Fake,expanding medicaid worsen health care option vulnerable among u texas
Fake,seventy percent people living abject poverty woman
Fake,year florida becomes majority minority state
Fake,fewer job today state
Fake,month july alone eu export south korea increased percent lot market share farmer service provider suffering
Genuine,tailpipe emission rule fully implemented regulation go keep temperature rising nearly five onehundredths degree fahrenheit
Fake,obama know tony rezko saving purchase home
Genuine,say mitt romney suggested employer able make decision whether woman get contraception insurance coverage
Fake,charlie crist governor utility cost went percent went national average national average since got elected utility rate come percent average
Genuine,federal spending highest share economy year revenue lowest share economy year
Fake,every year spend roughly billion tax compliance roughly budget entire military entirely wasted tax compliance
Fake,signer declaration independence brave people way clergyman
Genuine,say posted win republican party wisconsin endorsement contest u senate primary
Fake,debt ceiling deal result lowest level annual domestic spending since dwight eisenhower president
Genuine,u senate candidate jack kingston requested earmark ga congressman ga gop member combined
Fake,say u rep steve southerland voted health care life
Genuine,american want national background check close loophole
Genuine,say ann kirkpatrick vote party nearly percent time
Fake,instate tuition unauthorized immigrant
Fake,say sherrod brown voted cut medicare billion order fund governmentrun health care
Fake,ban earmark greatly weakens authority congress spending benefit executive branch
Fake,president barack obama shut nasa space flight turned agency muslim outreach department
Fake,supported surge didnt
Genuine,georgia one nation highest jet fuel tax
Genuine,tax penalty government imposes dont buy health insurance lower would cost buy insurance
Fake,say weve accomplished balancing two budget without raising tax weve created new privatesector job weve made government smaller
Genuine,say brought together business labor hospital give oregon child health care
Fake,thirty million american including lot people florida going able get healthcare next year law
Fake,say would muslim cabinet
Fake,patrick murphy voted obamacare yet reversed voted delay employer mandate individual mandate
Fake,say obama administration watered sanction iran delayed tried stop congress putting tough sanction place
Genuine,say iowa senate candidate joni ernst promise shut department education abolish epa
Genuine,say house rule committee panel intelligence ethic committee able telecast proceeding main hearing room
Fake,barack obamas health care plan cost taxpayer cover new person
Genuine,say recent study indicate nationally percent white votingage citizen percent africanamerican votingage citizen lack governmentissued photo id
Fake,whether government bail insurance giant aig
Fake,say measure authorize one casino
Fake,runnerup caitlyn jenner espns arthur ashe courage award army veteran noah galloway lost arm leg roadside bomb iraq
Genuine,texas child may teacher never spent one minute practicing teaching
Fake,look tax mix share corporate revenue percentage overall revenue mix declined half last year
Genuine,woman killed husband boyfriend since sept american killed afghanistan iraq
Fake,heroin prescription opioids number one cause accidental preventable death wisconsin
Fake,obama administration unwinding nation welfaretowork requirement
Genuine,say every dollar state spent audit last year delivered cost saving
Genuine,eighth nation job creation midwest
Fake,say arizona immigration law expressly ban racial profiling
Fake,say jeb bush said would take pant moon everybody nobody report
Fake,michelle nunn praised occupy movement
Fake,people working state new jersey today weve ever history
Genuine,vast overwhelming majority crime occur firearm committed people dont legally posse firearm first place
Genuine,past decade big five oil company bp chevron conocophillips exxonmobil shell made total profit nearly trillion
Genuine,florida sends billion dc return billion
Fake,barack obama said difference obama george bush war
Fake,changing rule filibuster presidential nominee
Fake,although democrat represent florida district district received percent stimulus fund
Fake,say billion spending cut federal budget compromise le billion real cut
Fake,stroke pen u supreme court decided overrule yearold ban corporate expenditure
Genuine,cost renovating headquarters un doubled original estimate
Fake,look defense spending rest world combined
Genuine,congressman phil roe hand government check federal program voted
Fake,say dan sullivan approved light sentence sex offenderwho got prison andis charged gruesome murder sexual assault
Fake,say mitt romney clear would provide government assistance u auto company even went bankruptcy
Fake,say charlie crist support cut medicare advantage program
Fake,fact repealing obamacare would easier repealing prohibition
Fake,say vladimir putin said president obama fellow democrat either idiot deliberately trying destroy economy
Genuine,june actually people go social security disability job created
Fake,mccain trying way iraq
Fake,medicare going broke trust fund go bankrupt
Fake,obamacare caused million fulltime job become parttime
Fake,rhode island one six state use everify
Fake,cost u logistically three time fight afghanistan place
Genuine,house speaker dean cannon say freshman lawmaker account onethird member house twothirds chamber two year le experience
Fake,democratic health care bill collect higher tax year provide health care six year
Fake,ken lanci lifelong clevelander
Fake,perpupil cost blackstone valley prep mayoral academy far outweighs perpupil cost cumberland public school
Genuine,sen rubio worst vote attendance record florida senator nearly year
Fake,total number dollar pass department development like million like million nothing development breathtaking think
Fake,redskin used historically term respect
Fake,creflo dollar needed million gulfstream g carry thousand pound food supply well word god worldwide
Genuine,senator clinton tried spend million woodstock concert museum
Fake,abortion service well percent planned parenthood
Genuine,offshore drilling energy
Genuine,fifty percent graduating class year smoked marijuana done illegal drug
Genuine,mccain opposed requirement government buy americanmade motorcycle said buyamerican provision quote disgraceful
Fake,say average ohio student graduate fouryear college university nearly tuition debt
Genuine,say u house representative weve bipartisan support repeal obamacare getting rid cap trade building keystone pipeline
Fake,senator chris dodd chairman senate banking committee placed amendment stimulus bill allowed bank bailed taxpayer money including aig hand huge bonus
Fake,ohio lost job ted strickland watch
Genuine,assault wisconsin law enforcement officer percent statewide since
Genuine,obamacare premium doubled tripled wisconsin
Fake,sherrod brown past decade dc politician one every four job left america left ohio sherrod brown horrendous ohio job number next year
Fake,threecentsperounce soda tax philadelphia would result loss familysustaining teamster union job countless job beverage industry
Genuine,say gov scott walker proposed state budget contained page error unusually high number million dollar worth mistake corrected followup document
Fake,there money social security
Fake,rubios got experience obama
Fake,common core education standard
Genuine,passing federal firearm background check nics database typically take second
Fake,obamacareyou option cant get competitive bidding
Genuine,barack obama democrat proposed tax health insurance
Genuine,say greg abbott lost court four time past day
Fake,mitt romney run campaign basis arguing experience business world reason vote
Genuine,tax president barack obama want raise top rate percent
Fake,new law regulating abortion even youre raped dont report first day republican force ultrasound
Fake,milwaukee approves reducing maximum forfeiture marijuana possession city would different bicycle violation higher forfeiture
Genuine,home state since june created percent new job america
Fake,say month job increase sixth highest nation
Fake,democratic health care bill house would create new government bureaucracy
Fake,senator hillary clinton name three law eight year
Fake,recess appointment
Genuine,past two year florida cut billion tax
Genuine,hivaids dramatically rise u south
Genuine,young woman today metropolitan areaswho childless single outearning childless single young male
Fake,highest taxed nation world
Fake,majority wisconsinite opposed government takeover health care rus feingold voted anyway
Genuine,first professional baseball team ohio city
Fake,sequestration
Fake,im ninth generation new hampshire
Fake,saysthe state department half year respond benghazi document request yet gotten single solitary scrap paper
Genuine,georgia highest flu activity country
Fake,say obama administration plan reduce number bed devoted holding individual violating immigration law release hundred dangerous criminal community
Fake,floridian lost health insurance result obamacare
Fake,state medicaid expansion save treasury billion next eight year
Genuine,recently passed transportation funding bill billiondollar tax increase georgian
Fake,say sarah palin craig huey would ban woman right choose every case
Genuine,say recent year homeowner across ohio signed mineral right agreement understand billion dollar worth lease signed date
Genuine,woman living poverty state almost anywhere else
Genuine,romney director damon corporation company defrauding medicare million
Fake,say bernie sander health care plan would empower republicangovernors take away medicaidto take away health insurance lowincome middleincome working american
Genuine,poll conducted egypt revealed percent egyptian oppose receiving foreign aid united state
Genuine,state country state employee dont contribute pension
Fake,republican bob donovan run republican time
Genuine,hitler didnt want union stalin didnt want union mubarak didnt want independent union autocrat history dont want independent union
Fake,clinton foundation give le percent direct aid raised million buck gave million people direct aid
Genuine,there correlation primary turnout win fall last election
Genuine,spaceshuttle program terminated russia china nation capability launch human space
Fake,hear gov christie tell everything new jersey going fine well see another new jersey unemployed one worst jobless rate country working middle class family seen cost soar property tax college tuition
Fake,dollar fallen since bernanke began pumping money system beginning back
Fake,say texas st business climate th education
Fake,say prostimulus economist admits working
Fake,u senate barack obama reached across party line get anything significant done
Fake,palin stopped bridge nowhere
Fake,say marco rubio endorsed obamacare family
Fake,democratic majority led th congress spend money two year first congress combined
Genuine,salmonella source finally identified fda official wait industry approval could go live peanut recall
Genuine,rick perry attempted fasttrack unnecessary coalfired power plant degrade air quality would cost billion fortunately court stopped
Fake,currently one guy charge painting entire milwaukee county park system
Fake,say hillary clinton promised raise tax trillion dollar
Fake,know state worst ratio white voter turnout africanamerican voter turnout massachusetts know best africanamerican turnout actually exceeds white turnout mississippi
Genuine,stimulus million dollar went build bigger better airport town ouzinkie alaska population
Genuine,abraham lincoln visited say even danced ohio senate chamber
Fake,press conference interestingly one mainstream medium covered
Fake,brendan doherty want repeal obamacare increasing drug price senior
Fake,say jeb bush appointed guardian fetus rape survivor
Genuine,islamic state isi cast alqaida considered extreme
Genuine,gov rick scott sale state plane proper
Fake,austin mayoral candidate steve adler never active anything city hall
Fake,say debt twice much
Fake,say kkk marched mebane nc trump victory
Fake,crime rate atlanta neighborhood dropped percent
Genuine,canadian dropped tax rate percent average tax rate business industrialized world percent
Fake,pentagon obama administration acknowledged seizing burning privately owned bible american soldier serving afghanistan
Fake,wife ferguson mo police chief said africanamericans ferguson feral violent
Fake,say poll candidate leadership skill come two three four time higher anybody else
Fake,hillary clinton interview tom brokaw quote paid tribute ronald reagan economic foreign policy
Fake,bill white used dc connection job clinton administration form company business middle east defaulted million loan
Fake,almost poll come suggest much stronger candidate republican hillary clinton
Fake,new republican litmus test would resulted gop kicking ronald reagan
Fake,nobody suffered lasting injury cia interrogation program
Fake,say group estimate annual cost oregon taxpayer government service illegal alien income tax revenue billion
Genuine,obamacare passed one vote senate wouldnt passed without mark warner vote
Fake,action im taking kind action taken every single republican president every single democratic president past halfcentury
Genuine,people murdered knife hand foot club hammer type rifle
Fake,matt patten kicked dirty campaign thousand dirty cash guess frank russo jimmy dimora
Genuine,rhode island voter used moderate party master lever mechanism didnt single moderate ballot
Fake,gun homicide percent past year
Fake,worker united state making le almost year ago yet working harder
Fake,president barack obama first president keep dogtrainer retainer year taxpayer expense
Fake,unemployment housing auto industry crisis fixed giving million dollar every worker age retire
Fake,ohio credit rating high get aa
Fake,point light world largest volunteer organization
Fake,say rep bruce braley diowa skipped important va reform hearing attend three fundraiser
Genuine,interior deportation obama percent nineyear low
Genuine,first principle allowed fellow like get truck go one end state started point wound point ahead election night
Genuine,say donald trump support eminent domain supreme court kelodecision
Fake,imprisoning giving jail sentence young people smoking marijuana
Fake,k education kid scoring bottom science mathematics right industrialized world bottom
Fake,georgia dome returned billion economic impact state georgia
Fake,show nbc
Genuine,ferguson moyouve got threeblack officer white officer town percent africanamerican
Fake,obama administration spent million taxpayer dollar roadside sign tout economic stimulus
Genuine,ohio company export good service globally state
Fake,say three five republican ben westlund rob patridge max williams lane shetterly lynn lundquist later became democrat
Genuine,say state lawmaker voted spend virtually rainy day fund four time since fund creation
Genuine,say never voted raising tax
Fake,human right campaign powerful nra
Fake,say scott walker job agency give financial incentive lead wisconsin company look shipping job elsewhere company got million taxpayer money actually reduced job people
Fake,ups left employee spouse without health insurance told go exchange employer subsidy
Fake,congressional republican introduced dozen bill social issue topic zero job creation
Fake,glen sturtevant smaller class size
Fake,every time price gasoline rise cent abillion dollarsout economy go saudi arabia
Fake,use money tarp fund manner discussed white house congressional democrat would violation law
Genuine,israelisgave terrorist return one sergeant
